@400000005e4b95a11a4dc3a0 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e4b95a2089f561c #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e4b97e22abaa544 #d,-,18,2454,2366,1131,532,3,239549,14852,2455,2366,1136,2454,2365,1127,90,99,0,501,2715;
@400000005e4b97e42ac87c04 #d,-,18,2453,2365,1132,533,3,239438,14845,2454,2367,1137,2453,2364,1128,90,99,0,501,2718;
@400000005e4b97e42ad0f7dc #d,-,18,2452,2365,1131,534,3,239327,14838,2453,2367,1136,2452,2364,1128,90,99,0,501,2718;
@400000005e4b97e62adddc78 #d,-,18,2450,2366,1123,534,3,239215,14831,2452,2368,1132,2450,2365,1123,90,99,0,501,2715;
@400000005e4b97e62ae6a68b #d,-,18,2448,2366,1130,535,3,239104,14824,2450,2368,1130,2448,2365,1121,90,99,0,501,2711;
@400000005e4b97e82af4140e #d,-,18,2446,2367,1125,536,3,238993,14817,2448,2368,1132,2446,2365,1123,90,99,0,501,2711;
@400000005e4b97e82afc8fe6 #d,-,18,2444,2367,1130,536,3,238883,14810,2446,2367,1130,2444,2365,1124,90,99,0,501,2711;
@400000005e4b97ea2b09ed94 #d,-,18,2443,2367,1125,537,3,238773,14803,2444,2367,1131,2443,2365,1122,90,99,0,501,2711;
@400000005e4b97ea2b1280b4 #d,-,18,2441,2366,1131,538,3,238663,14797,2443,2367,1132,2441,2364,1124,90,99,0,501,2708;
@400000005e4b97ec2b1fd335 #d,-,18,2440,2365,1129,539,3,238553,14790,2441,2367,1131,2440,2365,1124,90,99,0,501,2711;
@400000005e4b97ec2b28c466 #d,-,18,2439,2364,1131,539,3,238485,14786,2440,2367,1133,2439,2364,1123,89,99,0,501,2713;
@400000005e4b97ee2b368b51 #d,-,18,2438,2365,1128,540,3,238376,14779,2439,2367,1131,2438,2364,1123,89,99,0,501,2711;
@400000005e4b97ee2b3f2a8d #d,-,18,2437,2366,1124,541,3,238227,14770,2438,2367,1129,2437,2364,1120,90,99,0,501,2706;
@400000005e4b97f02b4c2760 #d,-,18,2436,2366,1130,541,3,238118,14763,2437,2367,1130,2436,2365,1122,90,99,0,501,2706;
@400000005e4b97f02b5513e8 #d,-,18,2436,2367,1130,542,3,238010,14756,2436,2367,1130,2436,2365,1123,89,99,0,501,2708;
@400000005e4b97f22b65022b #d,-,18,2435,2365,1528,543,3,238000,14756,2436,2368,1599,2435,2365,1124,89,99,0,501,2708;
@400000005e4b97f22b6e788a #d,-,18,3347,2363,1590,544,3,237991,14755,3347,2365,1632,2435,2361,1455,96,99,0,501,3453;
@400000005e4b97f42b7e71fa #d,-,18,3611,2362,1607,545,3,238026,14757,3611,2364,1698,3347,2360,1432,95,99,0,501,3777;
@400000005e4b97f42b87dff7 #d,-,18,3679,2362,1646,546,3,238071,14760,3679,2362,1665,3611,2360,1530,94,99,0,501,3874;
@400000005e4b97f62b9c71aa #d,-,18,3676,2356,1599,547,3,238114,14763,3679,2363,1646,3676,2356,1586,96,99,0,501,3829;
@400000005e4b97f62ba5e360 #d,-,18,3679,2362,1644,548,3,238162,14766,3679,2362,1646,3676,2354,1599,94,99,0,501,3884;
@400000005e4b97f82bb66a60 #d,-,18,3676,2363,1506,549,3,238197,14768,3679,2364,1645,3676,2359,1506,95,99,0,501,3837;
@400000005e4b97f82bc07c47 #d,-,18,3675,2363,1645,550,3,238243,14771,3676,2363,1681,3675,2361,1499,95,99,0,501,3837;
@400000005e4b97fa2bd0b8c5 #d,-,18,3674,2363,1608,551,3,238288,14773,3675,2363,1647,3674,2361,1596,95,99,0,501,3860;
@400000005e4b97fa2bda3a50 #d,-,18,3679,2363,1643,552,3,238333,14776,3679,2363,1654,3674,2361,1580,94,99,0,501,3882;
@400000005e4b97fc2beae77f #d,-,18,3676,2360,1639,553,3,238374,14779,3679,2363,1724,3676,2360,1432,95,99,0,501,3867;
@400000005e4b97fc2bf46551 #d,-,18,3678,2360,1484,554,3,238411,14781,3678,2362,1661,3676,2359,1479,95,99,0,501,3837;
@400000005e4b97fe2c0433ea #d,-,18,3679,2360,1674,555,3,238462,14784,3679,2363,1711,3678,2359,1484,95,99,0,501,3870;
@400000005e4b97fe2c0de04d #d,-,18,3611,2359,1606,556,3,238501,14787,3679,2363,1726,3611,2359,1449,94,99,0,501,3837;
@400000005e4b98002c1dc363 #d,-,18,3703,2360,1572,557,3,238539,14789,3703,2362,1690,3611,2359,1511,96,99,0,501,3829;
@400000005e4b98002c273160 #d,-,18,3703,2359,1648,558,3,238589,14792,3703,2362,1684,3703,2359,1572,95,99,0,501,3896;
@400000005e4b98022c36d168 #d,-,18,3702,2358,1576,559,3,238672,14797,3703,2361,1668,3702,2358,1575,95,99,0,501,3872;
@400000005e4b98022c400c2c #d,-,18,3706,2359,1666,560,3,238682,14798,3706,2361,1669,3702,2358,1576,94,99,0,501,3905;
@400000005e4b98042c4fa106 #d,-,18,3700,2360,1553,561,3,238723,14800,3706,2361,1688,3700,2359,1530,95,99,0,501,3855;
@400000005e4b98042c59414e #d,-,18,3704,2359,1662,562,3,238768,14803,3704,2362,1698,3700,2359,1522,95,99,0,501,3884;
@400000005e4b98062c697a12 #d,-,18,3703,2360,1632,563,3,238816,14806,3704,2362,1668,3703,2359,1588,95,99,0,501,3893;
@400000005e4b98062c72d83a #d,-,18,3707,2359,1647,564,3,238900,14811,3707,2362,1665,3703,2359,1590,95,99,0,501,3891;
@400000005e4b98082c82b6a8 #d,-,18,3709,2361,1647,565,3,238911,14812,3709,2362,1671,3707,2359,1600,94,99,0,501,3915;
@400000005e4b98082c8bfd88 #d,-,18,3712,2360,1578,566,3,238950,14814,3712,2362,1661,3709,2360,1520,95,99,0,501,3898;
@400000005e4b980a2c9b57b6 #d,-,18,3712,2360,1690,567,3,238999,14817,3712,2362,1704,3712,2359,1521,95,99,0,501,3893;
@400000005e4b980a2ca4f08a #d,-,18,3710,2360,1627,568,3,239045,14820,3712,2362,1690,3710,2360,1615,95,99,0,501,3870;
@400000005e4b980c2cb520ed #d,-,18,3715,2358,1657,569,3,239095,14823,3715,2361,1661,3710,2357,1624,94,99,0,501,3929;
@400000005e4b980c2cbe83bd #d,-,18,3717,2358,1619,570,3,239180,14829,3717,2360,1659,3715,2357,1616,95,99,0,501,3908;
@400000005e4b980e2cce9475 #d,-,18,3722,2356,1648,571,3,239190,14829,3722,2360,1662,3717,2356,1619,94,99,0,501,3924;
@400000005e4b980e2cd7eb2a #d,-,18,3718,2356,1549,572,3,239231,14832,3722,2358,1692,3718,2355,1549,95,99,0,501,3874;
@400000005e4b98102ce78eeb #d,-,18,3719,2353,1672,573,3,239276,14835,3719,2358,1706,3718,2349,1518,95,99,0,501,3893;
@400000005e4b98102cf1573f #d,-,18,3718,2354,1637,574,3,239323,14838,3719,2356,1681,3718,2352,1596,95,99,0,501,3901;
@400000005e4b98122d011e64 #d,-,18,3721,2354,1650,576,3,239366,14840,3721,2356,1667,3718,2353,1590,95,99,0,501,3896;
@400000005e4b98122d0a78d2 #d,-,18,3720,2354,1646,577,3,239414,14843,3721,2356,1676,3720,2353,1607,95,99,0,501,3905;
@400000005e4b98142d1a95a6 #d,-,18,3721,2354,1597,578,3,239452,14846,3721,2357,1678,3720,2354,1530,95,99,0,501,3886;
@400000005e4b98142d23ccb0 #d,-,18,3719,2354,1656,579,3,239501,14849,3721,2356,1698,3719,2354,1590,95,99,0,501,3898;
@400000005e4b98162d3368ff #d,-,18,3720,2354,1632,580,3,239546,14851,3720,2356,1666,3719,2353,1612,95,99,0,501,3891;
@400000005e4b98162d3d44e1 #d,-,18,3724,2355,1653,581,3,239593,14854,3724,2356,1667,3720,2353,1614,94,99,0,501,3924;
@400000005e4b98182d4d5dfb #d,-,18,3724,2355,1612,582,3,239637,14857,3724,2356,1669,3724,2353,1606,95,99,0,501,3898;
@400000005e4b98182d56cfb2 #d,-,18,3728,2355,1677,583,3,239686,14860,3728,2356,1681,3724,2352,1596,94,99,0,501,3931;
@400000005e4b981a2d670c30 #d,-,18,3730,2354,1565,584,3,239729,14863,3730,2356,1677,3728,2354,1565,95,99,0,501,3917;
@400000005e4b981a2d70380d #d,-,18,3732,2354,1679,585,3,239778,14866,3732,2356,1696,3730,2354,1565,95,99,0,501,3912;
@400000005e4b981c2d7fbfde #d,-,18,3731,2353,1603,586,3,239860,14871,3732,2356,1679,3731,2353,1603,95,99,0,501,3903;
@400000005e4b981c2d8980be #d,-,18,3735,2356,1685,587,3,239870,14871,3735,2356,1685,3731,2353,1598,94,99,0,501,3938;
@400000005e4b981e2d996a59 #d,-,18,3736,2356,1647,588,3,239918,14874,3736,2356,1685,3735,2354,1634,95,99,0,501,3912;
@400000005e4b981e2da2d856 #d,-,18,3741,2355,1661,589,3,239967,14877,3741,2356,1661,3736,2354,1647,94,99,0,501,3943;
@400000005e4b98202db304ff #d,-,18,3744,2356,1654,590,3,240052,14883,3744,2356,1662,3741,2353,1649,95,99,0,501,3941;
@400000005e4b98202dbc40b1 #d,-,18,3747,2356,1656,591,3,240101,14886,3747,2356,1662,3744,2353,1651,94,99,0,501,3946;
@400000005e4b98222dcb4bb6 #d,-,18,3748,2355,1651,592,3,240110,14886,3748,2356,1666,3747,2354,1625,95,99,0,501,3927;
@400000005e4b98222dd4fcc1 #d,-,18,3751,2354,1656,593,3,240158,14889,3751,2356,1662,3748,2354,1650,95,99,0,501,3946;
@400000005e4b98242de5a27d #d,-,18,3753,2355,1635,594,3,240204,14892,3753,2356,1661,3751,2354,1635,95,99,0,501,3938;
@400000005e4b98242def6d9c #d,-,18,3755,2353,1657,595,3,240289,14897,3755,2356,1669,3753,2353,1635,95,99,0,501,3936;
@400000005e4b98262dffadd3 #d,-,18,3756,2353,1634,596,3,240298,14898,3756,2355,1662,3755,2352,1632,95,99,0,501,3938;
@400000005e4b98262e08ed3f #d,-,18,3757,2353,1661,597,3,240346,14901,3757,2354,1670,3756,2351,1634,95,99,0,501,3934;
@400000005e4b98282e184b27 #d,-,18,3758,2354,1652,598,3,240393,14904,3758,2355,1663,3757,2352,1648,95,99,0,501,3938;
@400000005e4b98282e21f78a #d,-,18,3760,2354,1666,599,3,240439,14907,3760,2354,1668,3758,2352,1628,95,99,0,501,3941;
@400000005e4b982a2e31d5f8 #d,-,18,3758,2351,1651,601,3,240484,14910,3760,2354,1672,3758,2351,1635,95,99,0,501,3924;
@400000005e4b982a2e3b3066 #d,-,18,3761,2352,1661,601,3,240532,14913,3761,2354,1666,3758,2351,1651,95,99,0,501,3948;
@400000005e4b982c2e4afb45 #d,-,18,3761,2351,1653,602,3,240578,14915,3761,2354,1663,3761,2351,1649,95,99,0,501,3941;
@400000005e4b982c2e5436f8 #d,-,18,3763,2351,1662,603,3,240625,14918,3763,2354,1664,3761,2351,1652,95,99,0,501,3941;
@400000005e4b982e2e63c371 #d,-,18,3762,2354,1657,605,3,240670,14921,3763,2356,1669,3762,2351,1635,95,99,0,501,3931;
@400000005e4b982e2e6d738e #d,-,18,3764,2354,1659,606,3,240752,14926,3764,2356,1670,3762,2353,1636,95,99,0,501,3946;
@400000005e4b98302e7dc754 #d,-,18,3764,2354,1658,607,3,240761,14927,3764,2356,1663,3764,2353,1645,95,99,0,501,3934;
@400000005e4b98302e873197 #d,-,18,3764,2354,1656,608,3,240807,14930,3764,2356,1662,3764,2354,1650,95,99,0,501,3946;
@400000005e4b98322e9765b4 #d,-,18,3765,2354,1659,609,3,240852,14932,3765,2356,1665,3764,2354,1633,95,99,0,501,3931;
@400000005e4b98322ea0a8d9 #d,-,18,3766,2356,1655,610,3,240898,14935,3766,2356,1664,3765,2353,1653,95,99,0,501,3948;
@400000005e4b98342eaf7dda #d,-,18,3766,2355,1655,611,3,240980,14940,3766,2356,1661,3766,2354,1648,95,99,0,501,3941;
@400000005e4b98342eb8e0aa #d,-,18,3767,2355,1667,612,3,241027,14943,3767,2355,1667,3766,2352,1655,95,99,0,501,3946;
@400000005e4b98362ec914c6 #d,-,18,3769,2355,1661,613,3,241037,14944,3769,2355,1667,3767,2353,1653,95,99,0,501,3955;
@400000005e4b98362ed272ee #d,-,18,3771,2355,1663,614,3,241083,14947,3771,2355,1666,3769,2353,1655,95,99,0,501,3953;
@400000005e4b98382ee22685 #d,-,18,3771,2353,1662,615,3,241128,14949,3771,2355,1671,3771,2353,1634,95,99,0,501,3941;
@400000005e4b98382eeb65f1 #d,-,18,3772,2354,1662,616,3,241174,14952,3772,2355,1668,3771,2353,1656,95,99,0,501,3953;
@400000005e4b983a2efb1987 #d,-,18,3772,2352,1667,617,3,241256,14957,3772,2355,1667,3772,2352,1654,95,99,0,501,3950;
@400000005e4b983a2f046c82 #d,-,18,3773,2352,1658,618,3,241302,14960,3773,2355,1670,3772,2352,1655,95,99,0,501,3955;
@400000005e4b983c2f143ed5 #d,-,18,3774,2353,1664,619,3,241311,14961,3774,2355,1664,3773,2352,1651,95,99,0,501,3948;
@400000005e4b983c2f1d8e16 #d,-,18,3775,2354,1656,620,3,241356,14964,3775,2354,1666,3774,2351,1656,95,99,0,501,3948;
@400000005e4b983e2f2c2c24 #d,-,18,3775,2354,1665,621,3,241401,14966,3775,2355,1666,3775,2353,1654,95,99,0,501,3950;
@400000005e4b983e2f35dffa #d,-,18,3774,2353,1652,622,3,241445,14969,3775,2355,1670,3774,2353,1633,95,99,0,501,3943;
@400000005e4b98402f454db7 #d,-,18,3776,2352,1664,623,3,241490,14972,3776,2355,1668,3774,2352,1652,95,99,0,501,3950;
@400000005e4b98402f4edf18 #d,-,18,3775,2355,1639,624,3,241534,14975,3776,2355,1665,3775,2352,1639,95,99,0,501,3948;
@400000005e4b98422f5eb16a #d,-,18,3775,2355,1665,625,3,241578,14977,3775,2355,1675,3775,2353,1636,95,99,0,501,3943;
@400000005e4b98422f67f0d6 #d,-,18,3776,2356,1641,627,3,241622,14980,3776,2356,1665,3775,2354,1641,95,99,0,501,3950;
@400000005e4b98442f7784c3 #d,-,18,3775,2354,1661,628,3,241665,14983,3776,2356,1674,3775,2353,1635,95,99,0,501,3943;
@400000005e4b98442f81548a #d,-,18,3774,2354,1653,629,3,241708,14985,3775,2356,1676,3774,2353,1630,95,99,0,501,3938;
@400000005e4b98462f913b59 #d,-,18,3775,2353,1660,630,3,241788,14990,3775,2356,1667,3774,2353,1652,95,99,0,501,3950;
@400000005e4b98462f9a9d3b #d,-,18,3775,2354,1641,631,3,241796,14991,3775,2355,1665,3775,2353,1641,95,99,0,501,3950;
@400000005e4b98482faa6460 #d,-,18,3775,2355,1671,632,3,241839,14994,3775,2356,1671,3775,2353,1632,95,99,0,501,3943;
@400000005e4b98482fb3c288 #d,-,18,3773,2355,1636,633,3,241881,14996,3775,2356,1673,3773,2353,1635,95,99,0,501,3936;
@400000005e4b984a2fc37265 #d,-,18,3774,2356,1666,634,3,241924,14999,3774,2356,1671,3773,2354,1632,95,99,0,501,3946;
@400000005e4b984a2fccdca8 #d,-,18,3774,2357,1650,635,3,241968,15002,3774,2357,1667,3774,2354,1650,95,99,0,501,3950;
@400000005e4b984c2fdc9c5a #d,-,18,3775,2357,1664,636,3,242011,15004,3775,2357,1667,3774,2355,1650,95,99,0,501,3953;
@400000005e4b984c2fe5f30f #d,-,18,3773,2357,1630,637,3,242052,15007,3775,2357,1668,3773,2356,1630,95,99,0,501,3938;
@400000005e4b984e2ff603c7 #d,-,18,3774,2356,1665,638,3,242096,15009,3774,2357,1673,3773,2356,1630,95,99,0,501,3948;
@400000005e4b984e2fff4e60 #d,-,18,3774,2356,1654,639,3,242138,15012,3774,2358,1665,3774,2355,1651,95,99,0,501,3946;
@400000005e4b9850300ec74a #d,-,18,3775,2355,1669,640,3,242180,15015,3775,2358,1671,3774,2355,1635,95,99,0,501,3953;
@400000005e4b985030189f73 #d,-,18,3774,2355,1655,641,3,242223,15017,3775,2358,1669,3774,2355,1648,95,99,0,501,3943;
@400000005e4b98523028819b #d,-,18,3775,2354,1658,642,3,242265,15020,3775,2358,1666,3774,2354,1650,95,99,0,501,3953;
@400000005e4b98523031c107 #d,-,18,3776,2357,1355,643,3,242294,15022,3776,2357,1666,3775,2354,1355,95,99,0,501,3948;
@400000005e4b9854303f226e #d,-,18,3014,2356,1170,644,3,242195,15016,3776,2359,1355,3014,2356,976,89,99,0,501,3351;
@400000005e4b985430481759 #d,-,18,2495,2359,1156,645,4,242104,15010,3014,2359,1170,2495,2356,1149,89,99,0,501,2777;
@400000005e4b98563055df32 #d,-,18,2496,2358,1158,645,4,242014,15004,2496,2359,1160,2495,2356,1153,90,99,0,501,2770;
@400000005e4b9856305e6e99 #d,-,18,2496,2358,1148,646,4,241958,15001,2496,2359,1159,2496,2356,1147,90,99,0,501,2765;
@400000005e4b9858306beb03 #d,-,18,2495,2357,1156,647,4,241832,14993,2496,2359,1156,2495,2357,1146,90,99,0,501,2756;
@400000005e4b98583074d4c0 #d,-,18,2494,2357,1139,647,4,241739,14987,2495,2359,1156,2494,2356,1139,90,99,0,501,2753;
@400000005e4b985a30820797 #d,-,18,2492,2356,1153,648,4,241647,14982,2494,2359,1153,2492,2356,1139,90,99,0,501,2742;
@400000005e4b985a308a8729 #d,-,18,2490,2358,1146,649,4,241556,14976,2492,2359,1153,2490,2356,1145,90,99,0,501,2746;
@400000005e4b985c3097ab19 #d,-,18,2489,2359,1143,649,4,241498,14972,2490,2359,1150,2489,2356,1137,90,99,0,501,2746;
@400000005e4b985c30a0a003 #d,-,18,2485,2358,1143,650,4,241371,14965,2489,2359,1146,2485,2356,1134,90,99,0,501,2734;
@400000005e4b985e30ae5360 #d,-,18,2483,2358,1143,651,4,241279,14959,2485,2358,1147,2483,2356,1139,90,99,0,501,2737;
@400000005e4b985e30b6bba9 #d,-,18,2481,2357,1144,652,4,241188,14953,2483,2359,1149,2481,2356,1137,90,99,0,501,2734;
@400000005e4b986030c3fa9b #d,-,18,2479,2357,1144,652,4,241096,14947,2481,2358,1147,2479,2356,1139,90,99,0,501,2739;
@400000005e4b986030ccff5b #d,-,18,2478,2358,1145,653,4,241005,14942,2479,2358,1148,2478,2356,1138,90,99,0,501,2737;
@400000005e4b986230dabb19 #d,-,18,2476,2358,1139,654,4,240913,14936,2478,2359,1145,2476,2356,1134,90,99,0,501,2734;
@400000005e4b986230e33e64 #d,-,18,2472,2358,1137,654,4,240855,14933,2476,2359,1141,2472,2356,1132,90,99,0,501,2723;
@400000005e4b986430f0d6be #d,-,18,2470,2357,1142,655,4,240729,14925,2472,2358,1143,2470,2356,1134,90,99,0,501,2725;
@400000005e4b986430f98128 #d,-,18,2467,2357,1128,656,4,240636,14919,2470,2358,1142,2467,2355,1128,90,99,0,501,2723;
@400000005e4b98663107701f #d,-,18,2464,2354,1137,656,4,240543,14913,2467,2357,1137,2464,2354,1128,90,99,0,501,2711;
@400000005e4b9866310fff86 #d,-,18,2461,2354,1131,657,4,240451,14907,2464,2356,1139,2461,2354,1131,90,99,0,501,2711;
@400000005e4b9868311d64a7 #d,-,18,2459,2354,1135,658,4,240359,14902,2461,2356,1138,2459,2353,1131,90,99,0,501,2715;
@400000005e4b9868312613b8 #d,-,18,2457,2355,1137,658,4,240301,14898,2459,2357,1139,2457,2353,1130,90,99,0,501,2713;
@400000005e4b986a31335a1d #d,-,18,2455,2357,1137,659,4,240176,14890,2457,2357,1139,2455,2355,1127,90,99,0,501,2715;
@400000005e4b986a313c304c #d,-,18,2453,2357,1135,660,4,240085,14885,2455,2357,1137,2453,2355,1130,90,99,0,501,2713;
@400000005e4b986c3149a8fc #d,-,18,2452,2356,1131,660,4,239993,14879,2453,2357,1140,2452,2355,1128,90,99,0,501,2713;
@400000005e4b986c315230f0 #d,-,18,2449,2356,1135,661,4,239902,14873,2452,2356,1137,2449,2354,1128,90,99,0,501,2706;
@400000005e4b986e315fad59 #d,-,18,2447,2353,1133,662,4,239811,14868,2449,2356,1138,2447,2353,1128,90,99,0,501,2711;
@400000005e4b986e3168b219 #d,-,18,2446,2353,1132,662,4,239721,14862,2447,2355,1136,2446,2353,1128,90,99,0,501,2706;
@400000005e4b987031768d81 #d,-,18,2445,2354,1135,663,4,239630,14857,2446,2356,1135,2445,2353,1126,90,99,0,501,2706;
@400000005e4b9870317f1ce8 #d,-,18,2444,2355,1130,664,4,239540,14851,2445,2356,1138,2444,2353,1130,90,99,0,501,2708;
@400000005e4b9872318c475d #d,-,18,2443,2356,1136,664,4,239450,14845,2444,2356,1137,2443,2353,1128,90,99,0,501,2708;
@400000005e4b9872319524ff #d,-,18,2442,2356,1129,665,4,239360,14840,2443,2357,1136,2442,2355,1127,90,99,0,501,2708;
@400000005e4b987431a30421 #d,-,18,2442,2356,1134,666,4,239272,14834,2442,2357,1137,2442,2354,1129,90,99,0,501,2708;
@400000005e4b987431ab876d #d,-,18,2441,2357,1132,666,4,239182,14829,2442,2358,1135,2441,2355,1129,90,99,0,501,2708;
@400000005e4b987631b88bb2 #d,-,18,2440,2358,1132,667,4,239094,14823,2441,2358,1138,2440,2356,1126,89,99,0,501,2713;
@400000005e4b987631c155c6 #d,-,18,2440,2359,1132,668,4,239005,14818,2440,2359,1134,2440,2357,1126,90,99,0,501,2704;
@400000005e4b987831cf0dca #d,-,18,2440,2359,1132,668,4,238917,14812,2440,2360,1135,2440,2357,1128,90,99,0,501,2711;
@400000005e4b987831d79977 #d,-,18,2439,2359,1135,669,4,238861,14809,2440,2359,1137,2439,2356,1127,90,99,0,501,2708;
@400000005e4b987a31e52d2a #d,-,18,2439,2357,1135,670,4,238741,14801,2439,2359,1135,2439,2357,1128,89,99,0,501,2713;
@400000005e4b987a31edc8ac #d,-,18,2439,2357,1133,670,4,238653,14796,2439,2359,1138,2439,2357,1123,90,99,0,501,2708;
@400000005e4b987c31fe7a83 #d,-,18,2439,2355,1595,671,4,238602,14793,2439,2359,1598,2439,2354,1127,90,99,0,501,2708;
@400000005e4b987c3207e01e #d,-,18,3230,2354,1615,672,4,238627,14794,3230,2357,1655,2439,2354,1457,96,99,0,501,3346;
@400000005e4b987e3217da7c #d,-,18,3705,2354,1593,673,4,238693,14798,3705,2356,1643,3230,2354,1555,95,99,0,501,3863;
@400000005e4b987e3221ccb9 #d,-,18,3701,2354,1638,674,4,238731,14801,3705,2356,1663,3701,2353,1579,95,99,0,501,3865;
@400000005e4b98803232638d #d,-,18,3698,2354,1608,675,4,238733,14801,3701,2356,1643,3698,2354,1597,96,99,0,501,3848;
@400000005e4b9880323bdcb7 #d,-,18,3699,2356,1651,676,4,238769,14803,3699,2357,1656,3698,2354,1563,95,99,0,501,3882;
@400000005e4b9882324c8273 #d,-,18,3695,2356,1587,677,4,238803,14805,3699,2357,1651,3695,2354,1587,96,99,0,501,3844;
@400000005e4b98823255d56e #d,-,18,3696,2355,1644,678,4,238841,14808,3696,2356,1654,3695,2353,1587,95,99,0,501,3874;
@400000005e4b988432668eb8 #d,-,18,3695,2355,1585,679,4,238909,14812,3696,2355,1645,3695,2352,1585,95,99,0,501,3865;
@400000005e4b9884326ff541 #d,-,18,3697,2354,1644,680,4,238915,14812,3697,2355,1663,3695,2353,1582,95,99,0,501,3882;
@400000005e4b988632805c97 #d,-,18,3697,2355,1591,681,4,238950,14814,3697,2357,1650,3697,2353,1591,95,99,0,501,3877;
@400000005e4b98863289e596 #d,-,18,3699,2354,1652,682,4,238988,14817,3699,2357,1660,3697,2354,1588,95,99,0,501,3884;
@400000005e4b9888329a7409 #d,-,18,3699,2355,1617,684,4,239026,14819,3699,2356,1652,3699,2354,1608,95,99,0,501,3882;
@400000005e4b988832a3d9a4 #d,-,18,3703,2354,1671,685,4,239094,14823,3703,2357,1671,3699,2354,1554,95,99,0,501,3893;
@400000005e4b988a32b425f7 #d,-,18,3651,2355,1624,686,4,239127,14825,3703,2357,1696,3651,2354,1491,94,99,0,501,3860;
@400000005e4b988a32bd8c81 #d,-,18,3703,2355,1498,687,4,239122,14825,3703,2357,1663,3651,2354,1469,96,99,0,501,3848;
@400000005e4b988c32cd2c89 #d,-,18,3699,2354,1664,688,4,239163,14828,3703,2357,1718,3699,2354,1498,95,99,0,501,3858;
@400000005e4b988c32d6e05f #d,-,18,3693,2355,1580,689,4,239197,14830,3699,2356,1690,3693,2354,1538,96,99,0,501,3841;
@400000005e4b988e32e7bd0d #d,-,18,3745,2352,1657,690,4,239234,14832,3745,2356,1701,3693,2352,1544,96,99,0,501,3893;
@400000005e4b988e32f12ec4 #d,-,18,3740,2353,1638,691,4,239306,14836,3745,2353,1672,3740,2348,1608,95,99,0,501,3903;
@400000005e4b989033014424 #d,-,18,3736,2353,1455,692,4,239293,14836,3740,2354,1674,3736,2351,1406,96,99,0,501,3867;
@400000005e4b9890330ad93f #d,-,18,3631,2353,1668,693,4,239337,14838,3736,2354,1749,3631,2351,1455,94,99,0,501,3825;
@400000005e4b9892331a1b36 #d,-,18,3709,2356,1561,694,4,239372,14841,3709,2356,1668,3631,2353,1561,95,99,0,501,3886;
@400000005e4b98923323f35f #d,-,18,3707,2355,1650,695,4,239404,14843,3709,2356,1732,3707,2353,1462,96,99,0,501,3846;
@400000005e4b989433342eef #d,-,18,3706,2355,1644,696,4,239475,14847,3707,2356,1676,3706,2353,1601,94,99,0,501,3903;
@400000005e4b9894333d9578 #d,-,18,3710,2355,1644,697,4,239481,14847,3710,2355,1667,3706,2353,1617,95,99,0,501,3903;
@400000005e4b9896334d2965 #d,-,18,3714,2355,1651,698,4,239521,14850,3714,2356,1667,3710,2354,1620,94,99,0,501,3922;
@400000005e4b9896335674ec #d,-,18,3714,2355,1516,699,4,239549,14852,3714,2356,1670,3714,2354,1500,95,99,0,501,3879;
@400000005e4b989833659380 #d,-,18,3713,2353,1684,700,4,239590,14854,3714,2356,1719,3713,2353,1516,95,99,0,501,3886;
@400000005e4b9898336f6ba9 #d,-,18,3708,2355,1619,701,4,239626,14856,3713,2357,1700,3708,2353,1564,95,99,0,501,3865;
@400000005e4b989a337f0708 #d,-,18,3785,2354,1672,702,4,239666,14859,3785,2356,1677,3708,2354,1613,96,99,0,501,3938;
@400000005e4b989a338869d8 #d,-,18,3780,2355,1642,703,4,239706,14861,3785,2356,1673,3780,2354,1639,96,99,0,501,3927;
@400000005e4b989c33984c00 #d,-,18,3778,2354,1676,704,4,239745,14864,3780,2356,1676,3778,2354,1605,95,99,0,501,3936;
@400000005e4b989c33a183f8 #d,-,18,3774,2354,1635,705,4,239785,14866,3778,2356,1678,3774,2353,1631,96,99,0,501,3915;
@400000005e4b989e33b0e4ac #d,-,18,3773,2355,1664,706,4,239824,14869,3774,2357,1669,3773,2353,1623,95,99,0,501,3934;
@400000005e4b989e33ba5397 #d,-,18,3769,2355,1641,707,4,239863,14871,3773,2357,1671,3769,2354,1622,96,99,0,501,3922;
@400000005e4b98a033c9fecc #d,-,18,3767,2355,1665,708,4,239901,14873,3769,2358,1665,3767,2355,1617,96,99,0,501,3922;
@400000005e4b98a033d335d6 #d,-,18,3687,2356,1639,709,4,239935,14875,3767,2358,1735,3687,2355,1465,94,99,0,501,3901;
@400000005e4b98a233e27502 #d,-,18,3755,2355,1641,710,4,239972,14878,3755,2357,1672,3687,2354,1607,96,99,0,501,3889;
@400000005e4b98a233ec4c3d #d,-,18,3754,2354,1662,711,4,240042,14882,3755,2356,1676,3754,2354,1602,95,99,0,501,3931;
@400000005e4b98a433fbc16d #d,-,18,3750,2354,1640,712,4,240047,14882,3754,2356,1686,3750,2354,1587,96,99,0,501,3891;
@400000005e4b98a43405084d #d,-,18,3752,2356,1668,713,4,240086,14885,3752,2357,1682,3750,2354,1612,95,99,0,501,3938;
