@400000005e56c4c82302d486 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e56c4c9116687ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e56c709343537ab #d,-,18,3481,2372,1482,555,3,250056,15503,3482,2373,1482,3481,2370,1471,99,100,0,500,3499;
@400000005e56c70b343e6fa3 #d,-,18,3485,2369,1471,556,3,250058,15503,3485,2372,1508,3481,2369,1468,98,100,0,500,3532;
@400000005e56c70b344948d8 #d,-,18,3483,2370,1476,557,3,250100,15506,3485,2372,1477,3483,2369,1471,99,100,0,500,3499;
@400000005e56c70d345a4ca3 #d,-,18,3483,2370,1472,558,3,250056,15503,3483,2372,1478,3483,2370,1472,99,100,0,500,3504;
@400000005e56c70d346509e7 #d,-,18,3482,2369,1471,559,3,250054,15503,3483,2372,1476,3482,2369,1471,99,100,0,500,3499;
@400000005e56c70f3470c2a0 #d,-,18,3481,2371,1467,560,3,250052,15503,3482,2371,1477,3481,2369,1467,99,100,0,500,3495;
@400000005e56c70f347b3650 #d,-,18,3483,2371,1471,561,3,250055,15503,3483,2371,1510,3481,2368,1467,98,100,0,500,3522;
@400000005e56c71134863a5c #d,-,18,3482,2371,1469,562,3,250053,15503,3483,2371,1477,3482,2369,1469,99,100,0,500,3502;
@400000005e56c711349151f6 #d,-,18,3481,2370,1474,563,3,250052,15503,3482,2371,1478,3481,2368,1469,99,100,0,500,3497;
@400000005e56c71334a20013 #d,-,18,3480,2370,1473,564,3,250050,15503,3481,2370,1476,3480,2368,1470,99,100,0,500,3500;
@400000005e56c71334acc1ff #d,-,18,3479,2371,1471,565,3,250048,15503,3480,2371,1476,3479,2369,1469,99,100,0,500,3493;
@400000005e56c71534b98aaa #d,-,18,3481,2372,1465,566,3,250050,15503,3481,2372,1508,3479,2369,1464,99,100,0,500,3516;
@400000005e56c71534c48bea #d,-,18,3480,2371,1469,567,3,250048,15502,3481,2372,1474,3480,2370,1465,99,100,0,500,3502;
@400000005e56c71734ceff9a #d,-,18,3373,2372,1290,568,3,250012,15500,3480,2373,1469,3373,2370,1290,98,100,0,500,3422;
@400000005e56c71734d734ab #d,-,18,3314,2372,1168,568,3,249991,15499,3373,2372,1633,3314,2368,1168,100,100,0,500,3314;
@400000005e56c71934e19113 #d,-,18,2856,2371,1100,569,3,249877,15492,3314,2373,1168,2856,2370,1007,95,100,0,500,3006;
@400000005e56c71934e7948d #d,-,18,2586,2370,1154,570,3,249827,15489,2856,2372,1188,2586,2369,1100,99,100,0,500,2609;
@400000005e56c71b34f14c1d #d,-,18,2729,2369,1191,571,3,249694,15481,2729,2372,1191,2586,2369,1151,98,100,0,500,2765;
@400000005e56c71b34f7384e #d,-,18,2733,2370,1162,571,3,249605,15475,2733,2371,1203,2729,2369,1157,97,100,0,500,2797;
@400000005e56c71d35012f33 #d,-,18,2734,2369,1166,572,3,249517,15470,2734,2371,1174,2733,2369,1162,98,100,0,500,2767;
@400000005e56c71d35074907 #d,-,18,2735,2368,1169,573,3,249428,15464,2735,2372,1171,2734,2368,1166,98,100,0,500,2778;
@400000005e56c71f3510cf3b #d,-,18,2737,2369,1167,574,3,249344,15459,2737,2371,1200,2735,2368,1167,98,100,0,500,2783;
@400000005e56c71f35170145 #d,-,18,2740,2369,1169,574,3,249255,15453,2740,2371,1172,2737,2369,1161,97,100,0,500,2797;
@400000005e56c7213520d4c6 #d,-,18,2740,2371,1168,575,3,249167,15448,2740,2371,1169,2740,2368,1167,98,100,0,500,2776;
@400000005e56c7213526f6fc #d,-,18,2741,2372,1165,576,3,249080,15442,2741,2372,1170,2740,2369,1165,98,100,0,500,2776;
@400000005e56c72335307ffb #d,-,18,2741,2373,1168,577,3,249034,15440,2741,2374,1169,2741,2370,1165,98,100,0,500,2774;
@400000005e56c7233536b5bf #d,-,18,2741,2374,1179,577,3,248909,15432,2741,2374,1198,2741,2372,1167,98,100,0,500,2776;
@400000005e56c72535402fd8 #d,-,18,2745,2373,1167,578,3,248822,15426,2745,2375,1179,2741,2372,1161,97,100,0,500,2803;
@400000005e56c725354646e0 #d,-,18,2744,2373,1166,579,3,248735,15421,2745,2374,1168,2744,2372,1166,98,100,0,500,2776;
@400000005e56c727354fcfdf #d,-,18,2744,2374,1167,580,3,248690,15418,2744,2374,1167,2744,2371,1166,98,100,0,500,2776;
@400000005e56c727355601ea #d,-,18,2744,2373,1166,580,3,248563,15410,2744,2374,1169,2744,2372,1166,98,100,0,500,2776;
@400000005e56c729355f7c03 #d,-,18,2744,2373,1194,581,3,248481,15405,2744,2374,1200,2744,2372,1166,98,100,0,500,2773;
@400000005e56c7293565921d #d,-,18,2747,2373,1168,582,3,248396,15400,2747,2374,1194,2744,2372,1160,97,100,0,500,2805;
@400000005e56c72b356f1762 #d,-,18,2746,2372,1168,583,3,248351,15397,2747,2375,1168,2746,2372,1165,98,100,0,500,2776;
@400000005e56c72b35753e40 #d,-,18,2746,2373,1165,583,3,248225,15389,2746,2375,1169,2746,2372,1164,98,100,0,500,2776;
@400000005e56c72d357eac3d #d,-,18,2745,2374,1167,584,3,248141,15384,2746,2374,1167,2745,2372,1165,98,100,0,500,2773;
@400000005e56c72d3584d22d #d,-,18,2744,2374,1196,585,3,248059,15379,2745,2375,1197,2744,2372,1166,98,100,0,500,2774;
@400000005e56c72f358e4fff #d,-,18,2747,2375,1166,586,3,248016,15377,2747,2375,1196,2744,2373,1159,98,100,0,500,2803;
@400000005e56c72f35946e7b #d,-,18,2747,2374,1165,586,3,247932,15371,2747,2376,1168,2747,2373,1164,99,100,0,500,2774;
@400000005e56c73135a317b6 #d,-,18,2746,2373,1167,587,3,247808,15364,2747,2375,1167,2746,2373,1165,98,100,0,500,2774;
@400000005e56c73135ad68f1 #d,-,18,2746,2374,1165,588,3,247725,15358,2746,2375,1169,2746,2373,1164,98,100,0,500,2776;
@400000005e56c73335bd897e #d,-,18,2745,2373,1467,589,3,247665,15355,2746,2375,1467,2745,2372,1165,98,100,0,500,2774;
@400000005e56c73335c90efe #d,-,18,3311,2372,1676,590,3,247679,15356,3311,2374,1676,2745,2372,1375,100,100,0,500,3311;
@400000005e56c73535d97a0d #d,-,18,3791,2371,1659,591,3,247733,15359,3791,2373,1676,3311,2371,1641,100,100,0,500,3791;
@400000005e56c73535e5d5c1 #d,-,18,3911,2370,1650,592,3,247784,15362,3911,2372,1659,3791,2370,1648,99,100,0,500,3931;
@400000005e56c73735f70cc6 #d,-,18,3909,2372,1653,593,3,247836,15365,3911,2372,1654,3909,2369,1649,99,100,0,500,3919;
@400000005e56c7373601a2ec #d,-,18,3908,2371,1676,594,3,247889,15369,3909,2372,1676,3908,2369,1652,99,100,0,500,3922;
@400000005e56c73936128353 #d,-,18,3911,2370,1655,595,3,247943,15372,3911,2371,1685,3908,2369,1645,98,100,0,500,3956;
@400000005e56c739361cd48e #d,-,18,3910,2370,1653,596,3,247995,15375,3911,2372,1656,3910,2369,1653,99,100,0,500,3922;
@400000005e56c73b362deeb4 #d,-,18,3909,2370,1652,597,3,248047,15378,3910,2372,1656,3909,2369,1651,99,100,0,500,3924;
@400000005e56c73b36386ac7 #d,-,18,3909,2371,1658,599,3,248099,15382,3909,2372,1659,3909,2368,1652,99,100,0,500,3926;
@400000005e56c73d36496631 #d,-,18,3909,2371,1665,600,3,248151,15385,3909,2372,1665,3909,2369,1654,99,100,0,500,3931;
@400000005e56c73d3653ed70 #d,-,18,3913,2371,1655,601,3,248205,15388,3913,2372,1685,3909,2369,1649,98,100,0,500,3958;
@400000005e56c73f3663ef42 #d,-,18,3912,2370,1664,602,3,248258,15392,3913,2372,1667,3912,2369,1654,99,100,0,500,3924;
@400000005e56c73f366f22cc #d,-,18,3912,2370,1657,603,3,248309,15395,3912,2372,1664,3912,2369,1653,99,100,0,500,3942;
@400000005e56c7413680357f #d,-,18,3912,2371,1656,604,3,248361,15398,3912,2372,1659,3912,2369,1656,99,100,0,500,3931;
@400000005e56c741368ab905 #d,-,18,3912,2372,1672,605,3,248414,15401,3912,2372,1672,3912,2370,1655,99,100,0,500,3933;
@400000005e56c743369c127f #d,-,18,3918,2371,1654,606,3,248468,15405,3918,2373,1690,3912,2370,1650,98,100,0,500,3976;
@400000005e56c74336a71eec #d,-,18,3918,2371,1670,607,3,248560,15410,3918,2373,1670,3918,2370,1654,99,100,0,500,3936;
@400000005e56c74536b85502 #d,-,18,3920,2373,1664,608,3,248574,15411,3920,2373,1670,3918,2370,1662,99,100,0,500,3956;
@400000005e56c74536c2efd0 #d,-,18,3921,2373,1665,609,3,248627,15414,3921,2373,1665,3920,2371,1661,99,100,0,500,3949;
@400000005e56c74736d3d7ac #d,-,18,3922,2372,1663,611,3,248679,15418,3922,2373,1666,3921,2371,1661,99,100,0,500,3952;
@400000005e56c74736de53be #d,-,18,3927,2373,1658,612,3,248774,15424,3927,2373,1694,3922,2370,1657,98,100,0,500,3968;
@400000005e56c74936ee97af #d,-,18,3929,2373,1662,613,3,248790,15424,3929,2374,1683,3927,2372,1658,98,100,0,500,3976;
@400000005e56c74936f9edb0 #d,-,18,3930,2372,1668,614,3,248843,15428,3930,2374,1668,3929,2372,1662,99,100,0,500,3956;
@400000005e56c74b370a1a59 #d,-,18,3931,2375,1665,615,3,248896,15431,3931,2377,1671,3930,2372,1663,99,100,0,500,3961;
@400000005e56c74b37159c1f #d,-,18,3932,2376,1665,616,3,248948,15434,3932,2377,1666,3931,2373,1664,99,100,0,500,3960;
@400000005e56c74d3726dd62 #d,-,18,3936,2376,1657,617,3,249005,15438,3936,2377,1698,3932,2374,1657,99,100,0,500,3974;
@400000005e56c74d37315113 #d,-,18,3938,2374,1668,618,3,249058,15441,3938,2376,1673,3936,2374,1657,98,100,0,500,3979;
@400000005e56c74f3741f6ce #d,-,18,3939,2374,1668,619,3,249111,15444,3939,2376,1669,3938,2373,1667,99,100,0,500,3968;
@400000005e56c74f374c630b #d,-,18,3940,2375,1670,620,3,249203,15450,3940,2376,1671,3939,2373,1667,99,100,0,500,3965;
@400000005e56c751375d6a91 #d,-,18,3941,2376,1667,621,3,249217,15451,3941,2376,1671,3940,2374,1667,99,100,0,500,3968;
@400000005e56c7513767d6ce #d,-,18,3943,2374,1668,623,3,249273,15454,3943,2376,1702,3941,2374,1666,99,100,0,500,3974;
@400000005e56c7533777efe8 #d,-,18,3946,2374,1668,624,3,249326,15458,3946,2376,1670,3943,2374,1663,98,100,0,500,3992;
@400000005e56c75337835204 #d,-,18,3948,2376,1668,625,3,249419,15463,3948,2376,1689,3946,2374,1668,99,100,0,500,3981;
@400000005e56c7553793c486 #d,-,18,3946,2374,1658,626,3,249428,15464,3948,2376,1668,3946,2374,1645,99,100,0,500,3961;
@400000005e56c755379f5533 #d,-,18,3942,2375,1652,627,3,249476,15467,3946,2376,1658,3942,2374,1651,100,100,0,500,3942;
@400000005e56c75737b0220c #d,-,18,3938,2376,1662,628,3,249566,15473,3942,2376,1684,3938,2374,1651,100,100,0,501,3938;
@400000005e56c75737baa591 #d,-,18,3937,2374,1651,629,3,249612,15475,3938,2376,1662,3937,2374,1645,99,100,0,501,3954;
@400000005e56c75937cb7e86 #d,-,18,3933,2376,1652,630,3,249621,15476,3937,2376,1654,3933,2374,1650,100,100,0,501,3933;
@400000005e56c75937d62481 #d,-,18,3930,2377,1651,631,3,249668,15479,3933,2377,1653,3930,2374,1650,100,100,0,501,3930;
@400000005e56c75b37de952c #d,-,18,3927,2375,1652,632,3,249753,15484,3930,2377,1653,3927,2374,1649,99,100,0,501,3928;
@400000005e56c75b37e24677 #d,-,18,3923,2378,1469,633,3,249739,15483,3927,2379,1652,3923,2375,1466,99,100,0,501,3926;
@400000005e56c75d37f12a5e #d,-,18,3492,2380,1470,634,3,249739,15483,3923,2380,1475,3492,2378,1464,98,100,0,501,3547;
@400000005e56c75d37fc0481 #d,-,18,3489,2379,1530,635,3,249742,15484,3492,2381,1530,3489,2378,1459,99,100,0,501,3499;
@400000005e56c75f380ce041 #d,-,18,3588,2378,1520,636,3,249757,15484,3588,2381,1536,3489,2378,1517,99,100,0,501,3597;
@400000005e56c75f3817ae48 #d,-,18,3590,2380,1525,637,3,249770,15485,3590,2381,1530,3588,2378,1514,98,100,0,501,3630;
@400000005e56c7613821dfd9 #d,-,18,3594,2379,1631,638,3,249799,15487,3594,2380,1639,3590,2378,1524,98,100,0,501,3639;
@400000005e56c761382cf773 #d,-,18,3809,2380,1616,639,3,249835,15489,3809,2381,1651,3594,2378,1562,99,100,0,501,3824;
@400000005e56c76338389bae #d,-,18,3719,2381,1555,640,3,249888,15493,3809,2381,1616,3719,2379,1470,98,100,0,501,3767;
@400000005e56c76338431b7a #d,-,18,3657,2379,1555,641,3,249870,15491,3719,2381,1560,3657,2379,1538,99,100,0,501,3668;
@400000005e56c7653850cb1d #d,-,18,3658,2378,1546,642,3,249888,15493,3658,2380,1555,3657,2378,1538,99,100,0,501,3691;
@400000005e56c765385bc042 #d,-,18,3657,2379,1577,643,3,249909,15494,3658,2380,1577,3657,2377,1538,99,100,0,501,3675;
@400000005e56c767386bb23e #d,-,18,3661,2380,1545,644,3,249966,15497,3661,2380,1577,3657,2377,1541,98,100,0,501,3710;
@400000005e56c7673876ba04 #d,-,18,3660,2378,1539,645,4,249947,15496,3661,2380,1547,3660,2377,1538,99,100,0,501,3678;
@400000005e56c769387fe227 #d,-,18,3658,2380,1383,646,4,249947,15496,3660,2380,1540,3658,2378,1383,99,100,0,500,3668;
@400000005e56c769388a7cf5 #d,-,18,3319,2380,1416,647,4,249965,15497,3658,2381,1416,3319,2378,1380,98,100,0,500,3372;
@400000005e56c76b38942958 #d,-,18,3325,2379,1396,648,4,249956,15497,3325,2380,1451,3319,2377,1396,98,100,0,501,3385;
@400000005e56c76b389f35c6 #d,-,18,3324,2379,1389,649,4,249897,15493,3325,2381,1400,3324,2379,1366,98,100,0,501,3358;
@400000005e56c76d38b092f9 #d,-,18,3319,2381,1391,650,4,249876,15492,3324,2381,1391,3319,2378,1388,100,100,0,501,3319;
@400000005e56c76d38bba6da #d,-,18,3315,2378,1432,651,4,249858,15491,3319,2381,1433,3315,2377,1389,100,100,0,501,3315;
@400000005e56c76f38cc6b51 #d,-,18,3318,2379,1223,652,4,249822,15488,3318,2380,1432,3315,2377,1221,98,100,0,501,3367;
@400000005e56c76f38d6b42b #d,-,18,2935,2381,1255,653,4,249763,15485,3318,2381,1255,2935,2379,1223,97,100,0,501,2995;
@400000005e56c77138dfb531 #d,-,18,2937,2378,1241,653,4,249706,15481,2937,2381,1271,2935,2378,1230,98,100,0,501,2984;
@400000005e56c77138e3a128 #d,-,18,2935,2378,1237,654,4,249683,15480,2937,2380,1241,2935,2378,1237,99,100,0,500,2949;
@400000005e56c77138e62d15 #d,-,18,2933,2381,1237,655,4,249587,15474,2935,2381,1238,2933,2378,1236,99,100,0,500,2949;
@400000005e56c77338f50215 #d,-,18,2931,2380,1236,656,4,249528,15470,2933,2381,1238,2931,2379,1236,99,100,0,500,2951;
@400000005e56c77339001e58 #d,-,18,2929,2378,1240,657,4,249469,15467,2931,2380,1240,2929,2378,1236,99,100,0,500,2949;
@400000005e56c7753909b372 #d,-,18,2932,2378,1234,657,4,249450,15465,2932,2380,1268,2929,2377,1229,98,100,0,500,2975;
@400000005e56c775391455b4 #d,-,18,2929,2379,1236,658,4,249354,15459,2932,2380,1238,2929,2377,1234,99,100,0,500,2947;
@400000005e56c777392437db #d,-,18,2927,2380,1236,659,4,249295,15456,2929,2380,1237,2927,2378,1235,99,100,0,500,2945;
@400000005e56c777392eb3ee #d,-,18,2926,2378,1225,660,4,249236,15452,2927,2380,1237,2926,2378,1225,99,100,0,500,2945;
@400000005e56c7793938f90d #d,-,18,2922,2377,1231,661,4,249176,15448,2926,2380,1232,2922,2377,1224,99,100,0,500,2929;
@400000005e56c779393e3cad #d,-,18,2926,2377,1422,662,4,249158,15447,2926,2380,1601,2922,2376,1231,98,100,0,500,2959;
@400000005e56c77b3946cfcd #d,-,18,3149,2381,1021,662,4,249070,15442,3149,2381,1422,2926,2377,1021,96,100,0,500,3253;
@400000005e56c77b3951287c #d,-,18,2489,2380,1139,663,4,248976,15436,3149,2381,1163,2489,2378,996,98,100,0,500,2531;
@400000005e56c77d395c920b #d,-,18,2699,2377,1180,664,4,248897,15431,2699,2380,1180,2489,2377,1131,99,100,0,500,2721;
@400000005e56c77d39636bb9 #d,-,18,2756,2379,1166,665,4,248822,15426,2756,2380,1189,2699,2377,1151,98,100,0,500,2789;
@400000005e56c77f396d207e #d,-,18,2756,2381,1154,665,4,248750,15422,2756,2381,1195,2756,2378,1154,98,100,0,500,2789;
@400000005e56c77f397342b4 #d,-,18,2755,2380,1162,666,4,248675,15417,2756,2382,1165,2755,2379,1154,99,100,0,500,2781;
@400000005e56c781397d0a19 #d,-,18,2753,2379,1163,667,4,248599,15413,2755,2381,1164,2753,2378,1162,99,100,0,500,2774;
@400000005e56c78139838e18 #d,-,18,2751,2377,1165,668,4,248525,15408,2753,2381,1165,2751,2377,1162,99,100,0,500,2774;
@400000005e56c783398d2b95 #d,-,18,2750,2378,1163,668,4,248450,15403,2751,2380,1166,2750,2376,1163,99,100,0,500,2773;
@400000005e56c78339936513 #d,-,18,2750,2375,1160,669,4,248379,15399,2750,2379,1197,2750,2375,1160,98,100,0,500,2781;
@400000005e56c785399cef00 #d,-,18,2751,2377,1163,670,4,248340,15397,2751,2377,1166,2750,2374,1158,98,100,0,500,2794;
@400000005e56c78539a3c4f5 #d,-,18,2749,2376,1165,671,4,248230,15390,2751,2377,1165,2749,2375,1163,99,100,0,500,2773;
@400000005e56c78739ada75c #d,-,18,2748,2375,1165,671,4,248156,15385,2749,2377,1166,2748,2375,1164,99,100,0,500,2771;
@400000005e56c78739b37fff #d,-,18,2747,2376,1164,672,4,248082,15381,2748,2378,1166,2747,2375,1164,99,100,0,500,2774;
@400000005e56c78939bd43aa #d,-,18,2747,2377,1171,673,4,248012,15376,2747,2378,1195,2747,2375,1163,98,100,0,500,2776;
@400000005e56c78939c31c4d #d,-,18,2748,2379,1162,674,4,247938,15372,2748,2379,1171,2747,2377,1157,98,100,0,500,2799;
@400000005e56c78b39ccd3dd #d,-,18,2747,2377,1164,674,4,247865,15367,2748,2379,1164,2747,2377,1162,99,100,0,500,2773;
@400000005e56c78b39d2a41e #d,-,18,2746,2376,1164,675,4,247793,15363,2747,2379,1165,2746,2376,1163,99,100,0,500,2773;
@400000005e56c78d39dc6056 #d,-,18,2745,2378,1164,676,4,247755,15360,2746,2378,1165,2745,2375,1163,98,100,0,500,2773;
@400000005e56c78d39e23cb2 #d,-,18,2745,2377,1183,677,4,247651,15354,2745,2379,1195,2745,2377,1162,98,100,0,500,2773;
@400000005e56c78f39ebf177 #d,-,18,2747,2377,1163,677,4,247578,15349,2747,2379,1183,2745,2377,1157,98,100,0,500,2799;
@400000005e56c78f39f1bd10 #d,-,18,2746,2378,1163,678,4,247505,15345,2747,2378,1165,2746,2376,1162,99,100,0,500,2771;
@400000005e56c79139fb8cd7 #d,-,18,2745,2378,1164,679,4,247434,15340,2746,2378,1165,2745,2375,1163,98,100,0,500,2773;
@400000005e56c7913a0161c0 #d,-,18,2744,2377,1162,680,4,247362,15336,2745,2379,1165,2744,2376,1162,99,100,0,500,2771;
@400000005e56c7933a0b1df8 #d,-,18,2743,2377,1194,680,4,247293,15332,2744,2379,1195,2743,2376,1162,98,100,0,500,2773;
@400000005e56c7933a10e991 #d,-,18,2746,2378,1164,681,4,247222,15327,2746,2379,1194,2743,2377,1157,98,100,0,500,2799;
@400000005e56c7953a1f9000 #d,-,18,2745,2376,1164,682,4,247151,15323,2746,2379,1164,2745,2375,1163,98,100,0,500,2773;
@400000005e56c7953a29a1e7 #d,-,18,2979,2376,1346,683,4,247133,15322,2979,2377,1462,2745,2374,1164,100,100,0,500,2979;
@400000005e56c7973a3a1558 #d,-,18,3576,2373,1609,684,4,247169,15324,3576,2376,1652,2979,2371,1344,99,100,0,500,3577;
@400000005e56c7973a440794 #d,-,18,3818,2373,1653,685,4,247246,15329,3818,2374,1653,3576,2371,1607,99,100,0,500,3840;
@400000005e56c7993a542557 #d,-,18,3824,2374,1624,686,4,247285,15331,3824,2376,1653,3818,2372,1614,98,100,0,500,3892;
@400000005e56c7993a5f4cc6 #d,-,18,3825,2374,1622,687,4,247290,15331,3825,2376,1625,3824,2373,1622,99,100,0,500,3855;
@400000005e56c79b3a6f427c #d,-,18,3821,2377,1653,688,4,247327,15334,3825,2377,1656,3821,2374,1576,99,100,0,500,3824;
@400000005e56c79b3a7909e1 #d,-,18,3889,2374,1649,689,4,247406,15339,3889,2377,1653,3821,2374,1641,99,100,0,500,3896;
@400000005e56c79d3a88ecf7 #d,-,18,3890,2376,1678,690,4,247418,15339,3890,2376,1678,3889,2373,1646,99,100,0,500,3922;
@400000005e56c79d3a92a92f #d,-,18,3895,2376,1655,691,4,247464,15342,3895,2376,1683,3890,2375,1641,98,100,0,501,3952;
@400000005e56c79f3aa2b62e #d,-,18,3897,2376,1647,693,4,247510,15345,3897,2377,1660,3895,2375,1647,99,100,0,501,3929;
@400000005e56c79f3aac89af #d,-,18,3897,2377,1659,694,4,247590,15350,3897,2377,1659,3897,2374,1647,99,100,0,501,3922;
@400000005e56c7a13abbe797 #d,-,18,3901,2374,1652,695,4,247602,15351,3901,2377,1664,3897,2374,1652,98,100,0,501,3942;
@400000005e56c7a13ac643ff #d,-,18,3901,2375,1668,696,4,247648,15354,3901,2377,1668,3901,2374,1652,99,100,0,501,3929;
@400000005e56c7a33ad64129 #d,-,18,3906,2374,1653,697,4,247695,15357,3906,2377,1681,3901,2374,1645,98,100,0,501,3960;
@400000005e56c7a33ae005c2 #d,-,18,3907,2375,1653,698,4,247741,15359,3907,2375,1666,3906,2372,1653,99,100,0,500,3936;
@400000005e56c7a53af03d99 #d,-,18,3908,2373,1662,699,4,247787,15362,3908,2375,1663,3907,2373,1648,99,100,0,500,3933;
@400000005e56c7a53afa197b #d,-,18,3910,2373,1660,700,4,247833,15365,3910,2374,1662,3908,2372,1659,99,100,0,500,3947;
@400000005e56c7a73b097675 #d,-,18,3914,2372,1668,701,4,247882,15368,3914,2374,1679,3910,2372,1660,98,100,0,500,3960;
@400000005e56c7a73b151f58 #d,-,18,3966,2372,1665,702,4,247931,15371,3966,2374,1695,3914,2371,1659,99,100,0,500,3983;
@400000005e56c7a93b25d8a2 #d,-,18,3961,2373,1663,703,4,247978,15374,3966,2374,1668,3961,2371,1663,100,100,0,500,3961;
@400000005e56c7a93b2fac23 #d,-,18,3958,2374,1664,705,4,248025,15377,3961,2374,1665,3958,2372,1660,100,100,0,500,3958;
@400000005e56c7ab3b3f9a66 #d,-,18,3955,2373,1664,706,4,248072,15380,3958,2375,1670,3955,2372,1664,99,100,0,500,3958;
@400000005e56c7ab3b497dbc #d,-,18,3953,2372,1669,707,4,248118,15383,3955,2375,1669,3953,2372,1641,99,100,0,500,3958;
@400000005e56c7ad3b598347 #d,-,18,3953,2372,1661,708,4,248167,15386,3953,2374,1697,3953,2371,1661,99,100,0,500,3972;
@400000005e56c7ad3b63530e #d,-,18,3951,2372,1667,709,4,248213,15389,3953,2374,1667,3951,2372,1661,99,100,0,500,3961;
@400000005e56c7af3b72b869 #d,-,18,3952,2374,1668,710,4,248262,15392,3952,2374,1684,3951,2371,1667,99,100,0,500,3974;
@400000005e56c7af3b7d3747 #d,-,18,3950,2374,1673,711,4,248309,15395,3952,2375,1676,3950,2373,1665,99,100,0,500,3965;
@400000005e56c7b13b8d16a3 #d,-,18,3951,2374,1672,712,4,248390,15400,3951,2374,1673,3950,2372,1669,99,100,0,500,3974;
@400000005e56c7b13b96c6c0 #d,-,18,3954,2374,1659,713,4,248407,15401,3954,2374,1704,3951,2372,1658,99,100,0,500,3990;
@400000005e56c7b4000c2969 #d,-,18,3954,2372,1672,714,4,248454,15404,3954,2374,1675,3954,2372,1659,99,100,0,500,3981;
@400000005e56c7b40015ed14 #d,-,18,3954,2373,1671,716,4,248501,15407,3954,2373,1673,3954,2371,1669,99,100,0,500,3974;
@400000005e56c7b600254eb6 #d,-,18,3953,2375,1672,717,4,248548,15410,3954,2375,1673,3953,2371,1670,99,100,0,500,3972;
@400000005e56c7b600308d6e #d,-,18,3955,2375,1672,718,4,248597,15413,3955,2375,1687,3953,2372,1669,99,100,0,500,3981;
@400000005e56c7b80040d9c1 #d,-,18,3957,2372,1668,719,4,248680,15418,3957,2375,1705,3955,2372,1668,99,100,0,500,3995;
@400000005e56c7b8004ae7ee #d,-,18,3959,2372,1675,720,4,248694,15419,3959,2375,1676,3957,2372,1668,99,100,0,500,3995;
@400000005e56c7ba005b62d2 #d,-,18,3959,2373,1676,721,4,248742,15422,3959,2375,1677,3959,2372,1673,99,100,0,500,3983;
@400000005e56c7ba0064f7ed #d,-,18,3960,2374,1675,722,4,248789,15424,3960,2375,1676,3959,2373,1673,99,100,0,500,3981;
@400000005e56c7bc006e3ecc #d,-,18,3960,2373,1640,723,4,248835,15427,3960,2375,1677,3960,2373,1640,99,100,0,500,3983;
@400000005e56c7bc0071fb44 #d,-,18,3823,2373,1569,724,4,248860,15429,3960,2376,1640,3823,2372,1562,98,100,0,500,3865;
@400000005e56c7be007f7129 #d,-,18,3738,2375,1641,725,4,248894,15431,3823,2375,1662,3738,2373,1559,99,100,0,500,3753;
@400000005e56c7be008a9036 #d,-,18,3920,2375,1639,726,4,248937,15434,3920,2375,1689,3738,2373,1638,99,100,0,500,3926;
@400000005e56c7c00098d896 #d,-,18,3865,2374,1605,727,4,248970,15436,3920,2376,1639,3865,2374,1605,99,100,0,500,3903;
@400000005e56c7c000a3ae10 #d,-,18,3776,2375,1582,728,4,249028,15439,3865,2376,1605,3776,2374,1579,99,100,0,500,3805;
@400000005e56c7c200af75b0 #d,-,18,3772,2375,1575,729,4,249023,15439,3776,2376,1615,3772,2374,1575,100,100,0,500,3772;
@400000005e56c7c200bad058 #d,-,18,3701,2376,1629,731,4,249045,15440,3772,2377,1629,3701,2374,1528,99,100,0,500,3734;
@400000005e56c7c400cb69f8 #d,-,18,3812,2373,1618,732,4,249080,15443,3812,2376,1636,3701,2373,1618,99,100,0,500,3815;
@400000005e56c7c400d64f48 #d,-,18,3816,2374,1622,733,4,249115,15445,3816,2376,1629,3812,2373,1618,98,100,0,500,3867;
@400000005e56c7c600e2b35d #d,-,18,3816,2375,1617,734,4,249148,15447,3816,2376,1631,3816,2373,1603,99,100,0,500,3846;
@400000005e56c7c600ed4210 #d,-,18,3820,2374,1573,735,4,249181,15449,3820,2376,1645,3816,2374,1573,98,100,0,500,3860;
@400000005e56c7c800fe7826 #d,-,18,3814,2376,1583,736,4,249207,15450,3820,2376,1587,3814,2373,1572,100,100,0,500,3814;
@400000005e56c7c801095d76 #d,-,18,3744,2375,1584,737,4,249232,15452,3814,2376,1587,3744,2373,1579,99,100,0,500,3767;
@400000005e56c7ca0114fa3e #d,-,18,3744,2375,1585,738,4,249291,15456,3744,2375,1587,3744,2372,1583,99,100,0,500,3769;
@400000005e56c7ca01206c2f #d,-,18,3744,2375,1586,739,4,249284,15455,3744,2375,1587,3744,2373,1583,99,100,0,500,3771;
@400000005e56c7cc0131b5d4 #d,-,18,3744,2373,1614,740,4,249311,15457,3744,2375,1615,3744,2373,1581,99,100,0,500,3766;
@400000005e56c7cc013c8f08 #d,-,18,3747,2370,1586,741,4,249336,15458,3747,2373,1614,3744,2370,1570,98,100,0,500,3789;
@400000005e56c7ce014c3683 #d,-,18,3745,2369,1579,742,4,249392,15462,3747,2371,1586,3745,2369,1575,99,100,0,500,3757;
